"","price.open","price.high","price.low","price.close","volume","price.adjusted","ref.date","ticker","ret.adjusted.prices","ret.closing.prices"
"54",353.839996,364.670013,351.25,358.170013,10848300,358.170013,2018-06-15,"TSLA",0.00125800066739901,0.00125800066739901
"55",355.399994,373.730011,354.5,370.829987,12073200,370.829987,2018-06-18,"TSLA",0.0353462700407587,0.0353462700407587
"56",365.160004,370,346.25,352.549988,12761900,352.549988,2018-06-19,"TSLA",-0.049294824153474,-0.049294824153474
"57",358.040009,364.380005,352,362.220001,8383700,362.220001,2018-06-20,"TSLA",0.0274287713207921,0.0274287713207921
"58",362,366.209991,346.269989,347.51001,7967100,347.51001,2018-06-21,"TSLA",-0.040610653634226,-0.040610653634226
"59",351.540009,352.25,332,333.630005,10266100,333.630005,2018-06-22,"TSLA",-0.0399413098920518,-0.0399413098920518
"60",330.119995,338.470001,327.5,333.01001,6931300,333.01001,2018-06-25,"TSLA",-0.00185833105748379,-0.00185833105748379
"61",336.049988,343.549988,325.799988,342,7452500,342,2018-06-26,"TSLA",0.0269961554609124,0.0269961554609124
"62",345,350.790009,339.5,344.5,8333700,344.5,2018-06-27,"TSLA",0.00730994152046782,0.00730994152046782
"63",348.660004,357.019989,346.109985,349.929993,8398000,349.929993,2018-06-28,"TSLA",0.0157619535558782,0.0157619535558782
"64",353.329987,353.859985,342.410004,342.950012,6492400,342.950012,2018-06-29,"TSLA",-0.0199467926146016,-0.0199467926146016
"65",360.070007,364.779999,329.850006,335.070007,18759800,335.070007,2018-07-02,"TSLA",-0.0229771241413458,-0.0229771241413458
"66",331.75,332.48999,309.690002,310.859985,12282600,310.859985,2018-07-03,"TSLA",-0.0722536231062901,-0.0722536231062901
"67",313.76001,314.390015,296.220001,309.160004,17476400,309.160004,2018-07-05,"TSLA",-0.00546863887933335,-0.00546863887933335
"68",304.950012,312.070007,302,308.899994,8865500,308.899994,2018-07-06,"TSLA",-0.000841020819756566,-0.000841020819756566
"69",311.98999,318.519989,308,318.51001,7596800,318.51001,2018-07-09,"TSLA",0.0311104441135082,0.0311104441135082
"70",324.559998,327.679993,319.200012,322.470001,9471500,322.470001,2018-07-10,"TSLA",0.0124328620001612,0.0124328620001612
"71",315.799988,321.940002,315.070007,318.959991,4884100,318.959991,2018-07-11,"TSLA",-0.0108847644404604,-0.0108847644404604
"72",321.429993,323.230011,312.769989,316.709991,5721200,316.709991,2018-07-12,"TSLA",-0.00705417627128035,-0.00705417627128035
"73",315.579987,319.579987,309.25,318.869995,5869800,318.869995,2018-07-13,"TSLA",0.00682013217574817,0.00682013217574817
"74",311.709991,315.160004,306.25,310.100006,7818700,310.100006,2018-07-16,"TSLA",-0.0275033372142776,-0.0275033372142776
"75",308.809998,324.73999,308.5,322.690002,6996200,322.690002,2018-07-17,"TSLA",0.0405997928294137,0.0405997928294137
"76",325,325.5,316.25,323.850006,5624200,323.850006,2018-07-18,"TSLA",0.0035947937426335,0.0035947937426335
"77",316.329987,323.540009,314.01001,320.230011,5915300,320.230011,2018-07-19,"TSLA",-0.0111779988665494,-0.0111779988665494
"78",321.230011,323.23999,311.709991,313.579987,5162200,313.579987,2018-07-20,"TSLA",-0.0207663984372782,-0.0207663984372782
"79",301.839996,305.5,292.859985,303.200012,10992900,303.200012,2018-07-23,"TSLA",-0.0331015225152108,-0.0331015225152108
"80",304.420013,307.720001,292.549988,297.429993,9590800,297.429993,2018-07-24,"TSLA",-0.0190304049196409,-0.0190304049196409
"81",296.73999,309.619995,294.5,308.73999,7075400,308.73999,2018-07-25,"TSLA",0.0380257447674417,0.0380257447674417
"82",304.850006,310.700012,303.640015,306.649994,4630500,306.649994,2018-07-26,"TSLA",-0.00676943728604762,-0.00676943728604762
"83",307.25,307.690002,295.339996,297.179993,5703300,297.179993,2018-07-27,"TSLA",-0.0308821170236186,-0.0308821170236186
"84",295.899994,296.100006,286.130005,290.170013,6814100,290.170013,2018-07-30,"TSLA",-0.0235883308604831,-0.0235883308604831
"85",292.25,298.320007,289.070007,298.140015,5076900,298.140015,2018-07-31,"TSLA",0.0274666631386202,0.0274666631386202
"86",297.98999,303,293,300.839996,10129400,300.839996,2018-08-01,"TSLA",0.00905608393425483,0.00905608393425483
"87",328.440002,349.98999,323.160004,349.540009,23215000,349.540009,2018-08-02,"TSLA",0.161880114504456,0.161880114504456
"88",347.809998,355,342.529999,348.170013,13656500,348.170013,2018-08-03,"TSLA",-0.00391942542977963,-0.00391942542977963
"89",345.459991,354.980011,341.820007,341.98999,8564300,341.98999,2018-08-06,"TSLA",-0.0177500151341293,-0.0177500151341293
"90",343.839996,387.459991,339.149994,379.570007,30875800,379.570007,2018-08-07,"TSLA",0.109886306906234,0.109886306906234
"91",369.089996,382.640015,367.119995,370.339996,24571200,370.339996,2018-08-08,"TSLA",-0.0243170188101822,-0.0243170188101822
"92",365.549988,367.01001,345.730011,352.450012,17103700,352.450012,2018-08-09,"TSLA",-0.0483069184890308,-0.0483069184890308
"93",354,360,346,355.48999,11552000,355.48999,2018-08-10,"TSLA",0.00862527421335413,0.00862527421335413
"94",361.130005,363.190002,349.019989,356.410004,10450200,356.410004,2018-08-13,"TSLA",0.00258801661335117,0.00258801661335117
"95",358.450012,359.200012,347.100006,347.640015,6986400,347.640015,2018-08-14,"TSLA",-0.0246064613831659,-0.0246064613831659
"96",341.910004,344.48999,332.140015,338.690002,9101300,338.690002,2018-08-15,"TSLA",-0.0257450598717758,-0.0257450598717758
"97",339.910004,342.279999,333.820007,335.450012,6064000,335.450012,2018-08-16,"TSLA",-0.00956624045843546,-0.00956624045843546
"98",323.5,326.769989,303.529999,305.5,18958600,305.5,2018-08-17,"TSLA",-0.0892830851948219,-0.0892830851948219
"99",291.700012,308.5,288.200012,308.440002,17402300,308.440002,2018-08-20,"TSLA",0.00962357446808504,0.00962357446808504
"100",310.609985,324.790009,309,321.899994,13172200,321.899994,2018-08-21,"TSLA",0.0436389311137406,0.0436389311137406
"101",320.869995,323.880005,314.670013,321.640015,5946000,321.640015,2018-08-22,"TSLA",-0.000807639033382435,-0.000807639033382435
"102",319.140015,327.320007,318.100006,320.100006,5147300,320.100006,2018-08-23,"TSLA",-0.00478798945460812,-0.00478798945460812
"103",320.700012,323.850006,319.399994,322.820007,3602600,322.820007,2018-08-24,"TSLA",0.00849734754456688,0.00849734754456688
"104",318,322.440002,308.809998,319.269989,13079300,319.269989,2018-08-27,"TSLA",-0.0109968958646357,-0.0109968958646357
"105",318.410004,318.880005,311.190002,311.859985,7649100,311.859985,2018-08-28,"TSLA",-0.0232092093065471,-0.0232092093065471
"106",310.269989,311.850006,303.690002,305.01001,7447400,305.01001,2018-08-29,"TSLA",-0.0219649051801243,-0.0219649051801243
"107",302.26001,304.600006,297.720001,303.149994,7216700,303.149994,2018-08-30,"TSLA",-0.00609821297340385,-0.00609821297340385
"108",302,305.309998,298.600006,301.660004,5375100,301.660004,2018-08-31,"TSLA",-0.00491502566218083,-0.00491502566218083
"109",296.940002,298.190002,288,288.950012,8350500,288.950012,2018-09-04,"TSLA",-0.0421335007341577,-0.0421335007341577
"110",285.049988,286.779999,277.179993,280.73999,7720800,280.73999,2018-09-05,"TSLA",-0.0284132952380706,-0.0284132952380706
"111",284.799988,291.170013,278.880005,280.950012,7480800,280.950012,2018-09-06,"TSLA",0.000748101472825669,0.000748101472825669
"112",260.100006,268.350006,252.25,263.23999,22491900,263.23999,2018-09-07,"TSLA",-0.0630362030381406,-0.0630362030381406
"113",273.26001,286.029999,271,285.5,14283500,285.5,2018-09-10,"TSLA",0.0845616579760546,0.0845616579760546
"114",279.470001,282,273.549988,279.440002,9170000,279.440002,2018-09-11,"TSLA",-0.0212259124343258,-0.0212259124343258
"115",281.440002,292.5,278.649994,290.540009,10015400,290.540009,2018-09-12,"TSLA",0.0397223265121505,0.0397223265121505
"116",288.019989,295,285.179993,289.459991,6340300,289.459991,2018-09-13,"TSLA",-0.00371727805653088,-0.00371727805653088
"117",288.76001,297.329987,286.519989,295.200012,6765600,295.200012,2018-09-14,"TSLA",0.0198301014940612,0.0198301014940612
"118",290.040009,300.869995,288.130005,294.839996,6887600,294.839996,2018-09-17,"TSLA",-0.00121956634608822,-0.00121956634608822
"119",296.690002,302.640015,275.5,284.959991,16547500,284.959991,2018-09-18,"TSLA",-0.0335097175893327,-0.0335097175893327
"120",280.51001,300,280.5,299.019989,8294900,299.019989,2018-09-19,"TSLA",0.0493402528216671,0.0493402528216671
"121",303.559998,305.980011,293.329987,298.329987,7349400,298.329987,2018-09-20,"TSLA",-0.00230754473073036,-0.00230754473073036
"122",297.700012,300.579987,295.369995,299.100006,5050500,299.100006,2018-09-21,"TSLA",0.00258109822530184,0.00258109822530184
"123",298.480011,303,293.579987,299.679993,4843000,299.679993,2018-09-24,"TSLA",0.00193910728306701,0.00193910728306701
"124",300,304.600006,296.5,300.98999,4481700,300.98999,2018-09-25,"TSLA",0.00437131950947411,0.00437131950947411
"125",301.910004,313.890015,301.109985,309.579987,7843200,309.579987,2018-09-26,"TSLA",0.0285391451057893,0.0285391451057893
"126",312.899994,314.959991,306.910004,307.519989,8509100,307.519989,2018-09-27,"TSLA",-0.0066541704454558,-0.0066541704454558
"127",270.26001,278,260.559998,264.769989,33649700,264.769989,2018-09-28,"TSLA",-0.139015353567797,-0.139015353567797
"128",305.769989,311.440002,301.049988,310.700012,21777600,310.700012,2018-10-01,"TSLA",0.173471408800791,0.173471408800791
"129",313.950012,316.839996,299.149994,301.019989,11743500,301.019989,2018-10-02,"TSLA",-0.0311555282463266,-0.0311555282463266
"130",303.329987,304.600006,291.570007,294.799988,7995000,294.799988,2018-10-03,"TSLA",-0.0206630829423092,-0.0206630829423092
"131",293.950012,294,277.670013,281.829987,9814200,281.829987,2018-10-04,"TSLA",-0.0439959346267,-0.0439959346267
"132",274.649994,274.880005,260,261.950012,17944500,261.950012,2018-10-05,"TSLA",-0.0705388919455189,-0.0705388919455189
"133",264.519989,267.76001,249,250.559998,13472700,250.559998,2018-10-08,"TSLA",-0.0434816319076939,-0.0434816319076939
"134",255.25,266.769989,253.300003,262.799988,12060600,262.799988,2018-10-09,"TSLA",0.0488505351919741,0.0488505351919741
"135",264.609985,265.51001,247.770004,256.880005,12815300,256.880005,2018-10-10,"TSLA",-0.0225265725659013,-0.0225265725659013
"136",257.529999,262.25,249.029999,252.229996,8167700,252.229996,2018-10-11,"TSLA",-0.0181018721172945,-0.0181018721172945
"137",261,261.98999,252.009995,258.779999,7201400,258.779999,2018-10-12,"TSLA",0.0259683745148216,0.0259683745148216
"138",259.059998,263.279999,254.539993,259.589996,6200000,259.589996,2018-10-15,"TSLA",0.00313006029496132,0.00313006029496132
"139",265.700012,277.380005,262.23999,276.589996,9526400,276.589996,2018-10-16,"TSLA",0.06548788575042,0.06548788575042
"140",282.399994,282.700012,265.799988,271.779999,8655500,271.779999,2018-10-17,"TSLA",-0.017390350589542,-0.017390350589542
"141",269.290009,271,263,263.910004,5421200,263.910004,2018-10-18,"TSLA",-0.0289572265396909,-0.0289572265396909
"142",267.390015,269.660004,253.5,260,9375500,260,2018-10-19,"TSLA",-0.0148156717848408,-0.0148156717848408
"143",260.679993,261.859985,252.589996,260.950012,5600300,260.950012,2018-10-22,"TSLA",0.00365389230769231,0.00365389230769231
"144",263.869995,297.929993,262.100006,294.140015,19027800,294.140015,2018-10-23,"TSLA",0.12718912233658,0.12718912233658
"145",301.049988,304.440002,285.730011,288.5,20058300,288.5,2018-10-24,"TSLA",-0.0191745927530466,-0.0191745927530466
"146",317.220001,321,301.01001,314.859985,20840700,314.859985,2018-10-25,"TSLA",0.0913690987868283,0.0913690987868283
"147",308.25,339.899994,306.649994,330.899994,27425500,330.899994,2018-10-26,"TSLA",0.0509433073878853,0.0509433073878853
"148",337.470001,347.160004,326.5,334.850006,14486000,334.850006,2018-10-29,"TSLA",0.0119371776114328,0.0119371776114328
"149",328.390015,337.899994,322.26001,329.899994,9126700,329.899994,2018-10-30,"TSLA",-0.0147827741117018,-0.0147827741117018
"150",332.540009,342,329.100006,337.320007,7624300,337.320007,2018-10-31,"TSLA",0.0224917039555932,0.0224917039555932
"151",338.26001,347.839996,334.730011,344.279999,8000100,344.279999,2018-11-01,"TSLA",0.0206332024652187,0.0206332024652187
"152",343.73999,349.200012,340.910004,346.410004,7808000,346.410004,2018-11-02,"TSLA",0.00618683921862107,0.00618683921862107
"153",340.5,343.959991,330.140015,341.399994,7831000,341.399994,2018-11-05,"TSLA",-0.0144626596869299,-0.0144626596869299
"154",339.070007,348.799988,336.089996,341.059998,6762900,341.059998,2018-11-06,"TSLA",-0.000995887539470774,-0.000995887539470774
"155",343.339996,351.179993,340.799988,348.160004,7374500,348.160004,2018-11-07,"TSLA",0.0208174691891014,0.0208174691891014
"156",348.5,357.579987,348.440002,351.399994,7090700,351.399994,2018-11-08,"TSLA",0.00930603734712721,0.00930603734712721
"157",349,354,345.230011,350.51001,5098800,350.51001,2018-11-09,"TSLA",-0.00253268074899271,-0.00253268074899271
"158",348.369995,349.779999,330.339996,331.279999,6941500,331.279999,2018-11-12,"TSLA",-0.0548629438571527,-0.0548629438571527
"159",333.160004,344.700012,332.200012,338.730011,5448600,338.730011,2018-11-13,"TSLA",0.0224885656317573,0.0224885656317573
"160",342.700012,347.109985,337.149994,344,5040300,344,2018-11-14,"TSLA",0.0155580811527207,0.0155580811527207
"161",342.329987,348.579987,339.040009,348.440002,4625700,348.440002,2018-11-15,"TSLA",0.0129069825581396,0.0129069825581396
"162",345.190002,355.700012,345.119995,354.309998,7206200,354.309998,2018-11-16,"TSLA",0.0168465043230026,0.0168465043230026
"163",356.339996,366.75,352.880005,353.470001,9708900,353.470001,2018-11-19,"TSLA",-0.00237079677328211,-0.00237079677328211
"164",341.75,349.799988,333.549988,347.48999,8004700,347.48999,2018-11-20,"TSLA",-0.0169180156253205,-0.0169180156253205
"165",352,353.100006,337.399994,338.190002,4686800,338.190002,2018-11-21,"TSLA",-0.0267633263335153,-0.0267633263335153
"166",334.350006,337.5,325.549988,325.829987,4202600,325.829987,2018-11-23,"TSLA",-0.0365475470206241,-0.0365475470206241
"167",325,346.220001,325,346,7992100,346,2018-11-26,"TSLA",0.0619034889505121,0.0619034889505121
"168",340.049988,346.959991,335.5,343.920013,6358300,343.920013,2018-11-27,"TSLA",-0.00601152312138731,-0.00601152312138731
"169",345.98999,348.279999,342.209991,347.869995,4127600,347.869995,2018-11-28,"TSLA",0.0114851763511652,0.0114851763511652
"170",347,347.5,339.549988,341.170013,3080700,341.170013,2018-11-29,"TSLA",-0.0192600169497229,-0.0192600169497229
"171",341.829987,351.600006,338.26001,350.480011,5629100,350.480011,2018-11-30,"TSLA",0.0272884416720411,0.0272884416720411
"172",360,366,352,358.48999,8306500,358.48999,2018-12-03,"TSLA",0.0228543105130181,0.0228543105130181
"173",356.049988,368.679993,352,359.700012,8461900,359.700012,2018-12-04,"TSLA",0.00337532994993817,0.00337532994993817
"174",356.01001,367.380005,350.76001,363.059998,7842500,363.059998,2018-12-06,"TSLA",0.00934107836504605,0.00934107836504605
"175",369,379.48999,357.649994,357.970001,11511200,357.970001,2018-12-07,"TSLA",-0.014019713072328,-0.014019713072328
"176",360,365.980011,353.119995,365.149994,6613500,365.149994,2018-12-10,"TSLA",0.0200575271110497,0.0200575271110497
"177",369.910004,372.170013,360.230011,366.76001,6308800,366.76001,2018-12-11,"TSLA",0.00440919081598024,0.00440919081598024
"178",369.420013,371.910004,365.160004,366.600006,5027000,366.600006,2018-12-12,"TSLA",-0.000436263484669519,-0.000436263484669519
"179",370.149994,377.440002,366.75,376.790009,7365900,376.790009,2018-12-13,"TSLA",0.027795970630726,0.027795970630726
"180",375,377.869995,364.329987,365.709991,6337600,365.709991,2018-12-14,"TSLA",-0.0294063476614105,-0.0294063476614105
"181",362,365.700012,343.880005,348.420013,7674000,348.420013,2018-12-17,"TSLA",-0.0472778387944015,-0.0472778387944015
"182",350.540009,351.549988,333.690002,337.029999,7100000,337.029999,2018-12-18,"TSLA",-0.0326904700505823,-0.0326904700505823
"183",337.600006,347.01001,329.73999,332.970001,8274200,332.970001,2018-12-19,"TSLA",-0.0120463994660605,-0.0120463994660605
"184",327.049988,330.290009,311.869995,315.380005,9071900,315.380005,2018-12-20,"TSLA",-0.0528275698927004,-0.0528275698927004
"185",317.399994,323.470001,312.440002,319.769989,8016800,319.769989,2018-12-21,"TSLA",0.013919664945151,0.013919664945151
"186",313.5,314.5,295.200012,295.390015,5559900,295.390015,2018-12-24,"TSLA",-0.0762422204667869,-0.0762422204667869
"187",300,326.970001,294.089996,326.089996,8163100,326.089996,2018-12-26,"TSLA",0.103930327502776,0.103930327502776
"188",319.839996,322.170013,301.5,316.130005,8575100,316.130005,2018-12-27,"TSLA",-0.0305436877002507,-0.0305436877002507
"189",323.100006,336.23999,318.410004,333.869995,9939000,333.869995,2018-12-28,"TSLA",0.0561161222263606,0.0561161222263606
"190",337.790009,339.209991,325.26001,332.799988,6302300,332.799988,2018-12-31,"TSLA",-0.00320486122150643,-0.00320486122150643
"191",306.100006,315.130005,298.799988,310.119995,11658600,310.119995,2019-01-02,"TSLA",-0.068149019885181,-0.068149019885181
"192",307,309.399994,297.380005,300.359985,6954400,300.359985,2019-01-03,"TSLA",-0.0314717211316865,-0.0314717211316865
"193",306,318,302.730011,317.690002,7394100,317.690002,2019-01-04,"TSLA",0.0576974892311304,0.0576974892311304
"194",321.720001,336.73999,317.75,334.959991,7551200,334.959991,2019-01-07,"TSLA",0.0543611347265502,0.0543611347265502
"195",341.959991,344.01001,327.019989,335.350006,7008500,335.350006,2019-01-08,"TSLA",0.0011643629402891,0.0011643629402891
"196",335.5,343.5,331.470001,338.529999,5432900,338.529999,2019-01-09,"TSLA",0.00948260904459319,0.00948260904459319
"197",334.399994,345.390015,331.790009,344.970001,6056400,344.970001,2019-01-10,"TSLA",0.0190234307713453,0.0190234307713453
"198",342.089996,348.410004,338.769989,347.26001,5039100,347.26001,2019-01-11,"TSLA",0.00663828446926318,0.00663828446926318
"199",342.380005,342.5,334,334.399994,5247300,334.399994,2019-01-14,"TSLA",-0.0370328158430913,-0.0370328158430913
"200",335,348.799988,334.5,344.429993,6056600,344.429993,2019-01-15,"TSLA",0.0299940166864956,0.0299940166864956
"201",344.779999,352,343.5,346.049988,4691700,346.049988,2019-01-16,"TSLA",0.00470340862562435,0.00470340862562435
"202",346.209991,351.5,344.149994,347.309998,3676700,347.309998,2019-01-17,"TSLA",0.00364112135151995,0.00364112135151995
"203",323,327.130005,299.730011,302.26001,24150800,302.26001,2019-01-18,"TSLA",-0.129711175202045,-0.129711175202045
"204",304.820007,308,295.5,298.920013,12066700,298.920013,2019-01-22,"TSLA",-0.0110500790362577,-0.0110500790362577
"205",292.5,294.5,281.690002,287.589996,12530000,287.589996,2019-01-23,"TSLA",-0.0379031731140732,-0.0379031731140732
"206",283.029999,293.679993,279.279999,291.51001,8012200,291.51001,2019-01-24,"TSLA",0.0136305645346579,0.0136305645346579
"207",294.390015,298.519989,289.549988,297.040009,7249600,297.040009,2019-01-25,"TSLA",0.0189701856207269,0.0189701856207269
"208",292.910004,297.459991,287.75,296.380005,6423300,296.380005,2019-01-28,"TSLA",-0.00222193637221446,-0.00222193637221446
"209",295.269989,298.559998,291.799988,297.459991,4621700,297.459991,2019-01-29,"TSLA",0.00364392328018215,0.00364392328018215
"210",300.450012,309,298.48999,308.769989,11250300,308.769989,2019-01-30,"TSLA",0.0380219133402717,0.0380219133402717
"211",301,311.559998,294,307.019989,12569200,307.019989,2019-01-31,"TSLA",-0.00566764926108154,-0.00566764926108154
"212",305.420013,316.100006,303.5,312.209991,7283400,312.209991,2019-02-01,"TSLA",0.0169044433129726,0.0169044433129726
"213",312.980011,315.299988,301.880005,312.890015,7352100,312.890015,2019-02-04,"TSLA",0.00217809813780101,0.00217809813780101
"214",312.48999,322.440002,312.25,321.350006,6742800,321.350006,2019-02-05,"TSLA",0.0270382261958726,0.0270382261958726
"215",319.589996,324.23999,315.619995,317.220001,5038500,317.220001,2019-02-06,"TSLA",-0.012852045815739,-0.012852045815739
"216",313.299988,314.700012,303,307.51001,6520600,307.51001,2019-02-07,"TSLA",-0.030609643053371,-0.030609643053371
"217",306.829987,307.450012,298.5,305.799988,5844200,305.799988,2019-02-08,"TSLA",-0.00556086613245543,-0.00556086613245543
"218",311.600006,318.600006,310.5,312.839996,7129700,312.839996,2019-02-11,"TSLA",0.0230216097981011,0.0230216097981011
"219",316.200012,318.190002,309.619995,311.809998,5517600,311.809998,2019-02-12,"TSLA",-0.00329241149843251,-0.00329241149843251
"220",312.350006,312.75,305.570007,308.170013,5141600,308.170013,2019-02-13,"TSLA",-0.0116737276653971,-0.0116737276653971
"221",303.380005,306.769989,301,303.769989,5200800,303.769989,2019-02-14,"TSLA",-0.0142779109400238,-0.0142779109400238
"222",304.5,308,303.899994,307.880005,3904900,307.880005,2019-02-15,"TSLA",0.013530026496462,0.013530026496462
