price.open,price.high,price.low,price.close,volume,price.adjusted,ref.date,ticker,ret.adjusted.prices,ret.closing.prices,pctChange,changeCategory
285.859985,291.950012,283.839996,291.820007,5424400,291.820007,6/1/2018,TSLA,0.024900768,0.024900768,1.691708205,U
294.339996,299,293.549988,296.73999,4797800,296.73999,6/4/2018,TSLA,0.016859649,0.016859649,2.265191445,U
297.700012,297.799988,286.73999,291.130005,5995200,291.130005,6/5/2018,TSLA,-0.018905389,-0.018905389,3.228760234,U
300.5,322.170013,297.480011,319.5,18767300,319.5,6/6/2018,TSLA,0.097447857,0.097447857,1.537634897,U
316.149994,330,313.579987,316.089996,14345300,316.089996,6/7/2018,TSLA,-0.010672939,-0.010672939,2.483989326,U
319,324.480011,317.149994,317.660004,8205200,317.660004,6/8/2018,TSLA,0.004966965,0.004966965,2.367621786,U
322.51001,334.660004,322.5,332.100006,13183500,332.100006,6/11/2018,TSLA,0.045457413,0.045457413,2.206448882,U
344.700012,354.970001,338,342.769989,22347400,342.769989,6/12/2018,TSLA,0.032128825,0.032128825,0.551809694,E
346.709991,347.200012,339.799988,344.779999,9469800,344.779999,6/13/2018,TSLA,0.00586402,0.00586402,0.975087128,U
347.630005,358.75,346.600006,357.720001,10981000,357.720001,6/14/2018,TSLA,0.037531185,0.037531185,-0.570125137,E
353.839996,364.670013,351.25,358.170013,10848300,358.170013,6/15/2018,TSLA,0.001258001,0.001258001,-1.385847379,D
355.399994,373.730011,354.5,370.829987,12073200,370.829987,6/18/2018,TSLA,0.03534627,0.03534627,-2.161398851,D
365.160004,370,346.25,352.549988,12761900,352.549988,6/19/2018,TSLA,-0.049294824,-0.049294824,-0.611321805,D
358.040009,364.380005,352,362.220001,8383700,362.220001,6/20/2018,TSLA,0.027428771,0.027428771,-1.030796945,D
362,366.209991,346.269989,347.51001,7967100,347.51001,6/21/2018,TSLA,-0.040610654,-0.040610654,0.141617473,E
351.540009,352.25,332,333.630005,10266100,333.630005,6/22/2018,TSLA,-0.03994131,-0.03994131,0.546622628,E
330.119995,338.470001,327.5,333.01001,6931300,333.01001,6/25/2018,TSLA,-0.001858331,-0.001858331,0.120734782,E
336.049988,343.549988,325.799988,342,7452500,342,6/26/2018,TSLA,0.026996155,0.026996155,-1.845051773,D
345,350.790009,339.5,344.5,8333700,344.5,6/27/2018,TSLA,0.007309942,0.007309942,-2.128413235,D
348.660004,357.019989,346.109985,349.929993,8398000,349.929993,6/28/2018,TSLA,0.015761954,0.015761954,-2.516058753,D
353.329987,353.859985,342.410004,342.950012,6492400,342.950012,6/29/2018,TSLA,-0.019946793,-0.019946793,-1.523176515,D
360.070007,364.779999,329.850006,335.070007,18759800,335.070007,7/2/2018,TSLA,-0.022977124,-0.022977124,-0.793713664,D
331.75,332.48999,309.690002,310.859985,12282600,310.859985,7/3/2018,TSLA,-0.072253623,-0.072253623,0.514596491,E
313.76001,314.390015,296.220001,309.160004,17476400,309.160004,7/5/2018,TSLA,-0.005468639,-0.005468639,0.47817262,E
304.950012,312.070007,302,308.899994,8865500,308.899994,7/6/2018,TSLA,-0.000841021,-0.000841021,0.628222835,U
311.98999,318.519989,308,318.51001,7596800,318.51001,7/9/2018,TSLA,0.031110444,0.031110444,-0.529591673,E
324.559998,327.679993,319.200012,322.470001,9471500,322.470001,7/10/2018,TSLA,0.012432862,0.012432862,0.0138235,E
315.799988,321.940002,315.070007,318.959991,4884100,318.959991,7/11/2018,TSLA,-0.010884764,-0.010884764,0.307036387,E
