price.open,price.high,price.low,price.close,volume,price.adjusted,ref.date,ticker,ret.adjusted.prices,ret.closing.prices,pctChange,changeCategory
285,287.089996,278.459991,283.459991,5685300,283.459991,4/24/2018,TSLA,0.000317592,0.000317592,1.136787648,U
283.5,285.160004,277.25,280.690002,4013600,280.690002,4/25/2018,TSLA,-0.009772063,-0.009772063,1.398798463,U
278.75,285.790009,276.5,285.480011,4356000,285.480011,4/26/2018,TSLA,0.017065122,0.017065122,-0.070267928,E
285.369995,294.470001,283.829987,294.079987,4364600,294.079987,4/27/2018,TSLA,0.030124617,0.030124617,0.000679501,E
293.609985,298.730011,292.5,293.899994,4228200,293.899994,4/30/2018,TSLA,-0.000612055,-0.000612055,0.599229514,E
293.51001,300.820007,293.220001,299.920013,4625600,299.920013,5/1/2018,TSLA,0.020483223,0.020483223,0.137864522,E
298.570007,306.850006,297.779999,301.149994,8970400,301.149994,5/2/2018,TSLA,0.00410103,0.00410103,0.381850655,E
278.790009,288.040009,275.230011,284.450012,17352100,284.450012,5/3/2018,TSLA,-0.055454034,-0.055454034,1.375036766,U
283,296.859985,279.519989,294.089996,8569400,294.089996,5/4/2018,TSLA,0.033889905,0.033889905,0.461650688,E
297.5,305.959991,295.170013,302.769989,8678200,302.769989,5/7/2018,TSLA,0.029514751,0.029514751,-0.716163752,D
300.799988,307.75,299,301.970001,5930000,301.970001,5/8/2018,TSLA,-0.00264223,-0.00264223,-1.191927068,D
300.410004,307.01001,300.049988,306.850006,5727400,306.850006,5/9/2018,TSLA,0.016160562,0.016160562,-1.376692087,D
307.5,312.98999,304.109985,305.019989,5651600,305.019989,5/10/2018,TSLA,-0.005963881,-0.005963881,-1.401738257,D
307.700012,308.880005,299.079987,301.059998,4679600,301.059998,5/11/2018,TSLA,-0.012982726,-0.012982726,-1.686211349,D
303.320007,304.940002,291.619995,291.970001,7286800,291.970001,5/14/2018,TSLA,-0.030193307,-0.030193307,-0.525380054,E
285.01001,286.959991,280.5,284.179993,9519200,284.179993,5/15/2018,TSLA,-0.026680851,-0.026680851,-0.650537946,D
283.829987,288.809998,281.559998,286.480011,5674000,286.480011,5/16/2018,TSLA,0.008093525,0.008093525,-0.527274187,E
285.899994,289.190002,283.970001,284.540009,4420600,284.540009,5/17/2018,TSLA,-0.006771858,-0.006771858,-0.478489639,E
284.649994,284.649994,274,276.820007,7251900,276.820007,5/18/2018,TSLA,-0.027131517,-0.027131517,0.145685864,E
281.329987,291.48999,281.299988,284.48999,9182600,284.48999,5/21/2018,TSLA,0.027707473,0.027707473,-0.052171551,E
287.76001,288,273.420013,275.01001,8945800,275.01001,5/22/2018,TSLA,-0.033322719,-0.033322719,1.189139796,U
277.76001,279.910004,274,279.070007,5953100,279.070007,5/23/2018,TSLA,0.014763088,0.014763088,0.400476694,E
278.399994,281.109985,274.890015,277.850006,4176700,277.850006,5/24/2018,TSLA,-0.004371666,-0.004371666,0.981079562,U
277.630005,279.640015,275.609985,278.850006,3875100,278.850006,5/25/2018,TSLA,0.003599064,0.003599064,1.242633246,U
278.51001,286.5,276.149994,283.76001,5666600,283.76001,5/29/2018,TSLA,0.017608047,0.017608047,0.508304723,E
283.290009,295.01001,281.600006,291.720001,7489700,291.720001,5/30/2018,TSLA,0.028051842,0.028051842,1.8774075,U
287.209991,290.369995,282.929993,284.730011,5919700,284.730011,5/31/2018,TSLA,-0.023961298,-0.023961298,2.090654041,U
